"","HeatingQC","CentralAir","ElectricalType","FirstFloorSqft","SecondFloorSqft","Abovegradeliving","BaseFullBath","BaseHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","Functional","Fireplaces","GarageType"
"523","Ex",1,"SBrkr",1004,660,1664,0,0,2,0,3,1,"TA","Typ",2,"Detchd"
"524","Ex",1,"SBrkr",3138,1538,4676,1,0,3,1,3,1,"Ex","Typ",1,"BuiltIn"
"525","Ex",1,"SBrkr",1383,1015,2398,1,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"526","Ex",1,"SBrkr",1266,0,1266,0,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"527","TA",1,"SBrkr",928,0,928,0,0,1,0,2,1,"TA","Typ",0,"Attchd"
"528","Ex",1,"SBrkr",1476,1237,2713,1,0,2,1,3,1,"Ex","Typ",1,"Attchd"
"529","Ex",1,"SBrkr",605,0,605,1,0,1,0,2,1,"TA","Typ",0,"No Garage"
"530","TA",1,"SBrkr",2515,0,2515,1,0,3,0,4,2,"TA","Deduction",2,"Attchd"
"531","Ex",1,"SBrkr",1509,0,1509,1,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"532","Ex",1,"SBrkr",751,611,1362,0,0,2,0,3,1,"TA","Typ",0,"Detchd"
"533","Ex",1,"SBrkr",827,0,827,0,0,1,0,2,1,"TA","Deduction",1,"Detchd"
"534","Fa",0,"FuseF",334,0,334,0,0,1,0,1,1,"Fa","Typ",0,"No Garage"
"535","Ex",1,"SBrkr",707,707,1414,0,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"536","TA",1,"SBrkr",820,527,1347,1,0,1,0,3,1,"TA","Typ",0,"No Garage"
"537","Ex",1,"SBrkr",880,844,1724,0,0,2,1,3,1,"Gd","Typ",0,"Attchd"
"538","TA",1,"SBrkr",864,0,864,0,0,1,0,3,1,"TA","Typ",0,"Detchd"
"539","TA",1,"SBrkr",1159,0,1159,0,0,1,1,3,1,"TA","Typ",1,"Attchd"
"540","Ex",1,"SBrkr",1601,0,1601,1,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"541","Ex",1,"SBrkr",1838,0,1838,1,0,2,0,2,1,"Ex","Typ",1,"Attchd"
"542","Ex",1,"SBrkr",997,1288,2285,0,0,2,1,4,1,"Gd","Typ",1,"BuiltIn"
"543","Ex",1,"SBrkr",1680,0,1680,1,0,2,0,3,1,"Gd","Deduction",1,"Attchd"
"544","Ex",1,"SBrkr",767,0,767,1,0,1,0,1,1,"TA","Typ",0,"Attchd"
"545","Ex",1,"SBrkr",664,832,1496,1,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"546","Gd",1,"SBrkr",1377,806,2183,0,0,2,1,4,1,"Gd","Typ",0,"Attchd"
"547","Ex",1,"FuseA",915,720,1635,0,0,1,1,3,1,"TA","Typ",1,"Detchd"
"548","Ex",1,"SBrkr",768,0,768,1,0,1,0,2,1,"TA","Typ",0,"Detchd"
"549","TA",1,"SBrkr",825,0,825,1,0,1,0,2,1,"TA","Typ",0,"Detchd"
"550","Ex",1,"SBrkr",912,1182,2094,0,0,2,1,4,1,"Gd","Typ",1,"BuiltIn"
"551","TA",1,"SBrkr",1069,0,1069,0,0,2,0,2,1,"TA","Typ",0,"Attchd"
"552","Gd",1,"FuseA",928,0,928,0,0,1,0,3,1,"TA","Typ",0,"Attchd"
"553","Ex",1,"SBrkr",1717,0,1717,0,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"554","Ex",1,"SBrkr",1126,0,1126,0,0,2,0,2,1,"Gd","Typ",0,"Detchd"
"555","Ex",1,"SBrkr",1006,1040,2046,1,0,2,1,3,1,"Gd","Typ",1,"BuiltIn"
"556","TA",1,"FuseA",1048,0,1048,0,0,1,0,2,1,"TA","Typ",1,"Detchd"
"557","TA",1,"FuseA",1092,0,1092,1,0,1,0,2,1,"TA","Typ",1,"Attchd"
"558","Gd",1,"SBrkr",897,439,1336,0,0,1,1,3,1,"TA","Typ",0,"CarPort"
"559","Ex",1,"SBrkr",729,717,1446,0,1,2,1,3,1,"TA","Typ",1,"Attchd"
"560","Ex",1,"SBrkr",1557,0,1557,0,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"561","TA",1,"SBrkr",1392,0,1392,1,0,1,1,3,1,"TA","Deduction",1,"Detchd"
"562","Gd",1,"SBrkr",1389,0,1389,1,0,1,0,2,1,"TA","Typ",1,"Attchd"
"563","Ex",1,"SBrkr",996,0,996,1,0,1,0,3,1,"TA","Typ",1,"No Garage"
"564","Ex",1,"SBrkr",1163,511,1674,0,0,2,0,4,1,"TA","Typ",1,"Detchd"
"565","Ex",1,"SBrkr",1166,1129,2295,1,0,2,1,4,1,"Gd","Typ",1,"Attchd"
"566","TA",0,"FuseF",841,806,1647,1,0,1,1,4,1,"Fa","Typ",0,"Detchd"
"567","Ex",1,"SBrkr",1134,1370,2504,0,0,2,1,4,1,"Ex","Typ",1,"BuiltIn"
"568","Ex",1,"SBrkr",1535,0,1535,0,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"569","Ex",1,"SBrkr",1496,636,2132,1,0,1,1,1,1,"Gd","Deduction",1,"BuiltIn"
"570","TA",1,"SBrkr",943,0,943,1,0,1,0,2,1,"TA","Typ",2,"Detchd"
"571","TA",1,"SBrkr",1728,0,1728,0,0,2,0,6,2,"TA","Typ",0,"Detchd"
"572","Ex",1,"SBrkr",864,0,864,1,0,1,0,2,1,"Gd","Typ",0,"Attchd"
"573","Gd",1,"SBrkr",846,846,1692,0,0,2,1,3,1,"Gd","Typ",0,"Attchd"
"574","Ex",1,"SBrkr",774,656,1430,0,0,2,1,3,1,"TA","Typ",1,"BuiltIn"
"575","TA",1,"SBrkr",576,533,1109,0,1,1,0,3,1,"TA","Typ",0,"BuiltIn"
"576","TA",1,"SBrkr",832,384,1216,0,0,1,0,2,1,"TA","Typ",0,"Detchd"
"577","Gd",1,"SBrkr",877,600,1477,0,1,2,0,3,1,"TA","Typ",1,"Detchd"
"578","Ex",1,"SBrkr",1320,0,1320,1,0,1,0,3,1,"TA","Typ",2,"Attchd"
"579","Ex",1,"SBrkr",703,689,1392,0,0,2,0,2,1,"Gd","Typ",0,"Detchd"
"580","Ex",0,"FuseF",1050,745,1795,0,0,2,0,4,1,"TA","Typ",0,"Attchd"
"581","Ex",1,"SBrkr",1429,0,1429,0,1,1,0,3,1,"Gd","Typ",2,"Attchd"
"582","Ex",1,"SBrkr",2042,0,2042,0,0,2,1,3,1,"Ex","Typ",1,"Attchd"
"583","TA",1,"SBrkr",816,0,816,1,0,1,0,3,1,"TA","Typ",0,"No Garage"
"584","Gd",1,"SBrkr",1521,1254,2775,0,0,3,1,3,1,"Gd","Typ",1,"Detchd"
"585","Ex",1,"SBrkr",989,584,1573,0,0,1,0,3,1,"Gd","Typ",0,"Detchd"
"586","Ex",1,"SBrkr",2028,0,2028,1,0,2,0,2,1,"Gd","Typ",2,"Attchd"
"587","Ex",1,"SBrkr",838,0,838,1,0,1,0,2,1,"Fa","Typ",0,"Detchd"
"588","TA",1,"SBrkr",860,0,860,1,0,1,0,2,1,"TA","Typ",0,"Detchd"
"589","Ex",1,"SBrkr",1473,0,1473,2,0,1,0,1,1,"Ex","Typ",2,"Attchd"
"590","TA",1,"FuseA",779,0,935,0,0,1,0,2,1,"TA","Typ",0,"Detchd"
"591","Ex",1,"SBrkr",770,812,1582,0,0,2,1,3,1,"Gd","Typ",0,"Attchd"
"592","Ex",1,"SBrkr",1728,568,2296,1,0,2,1,3,1,"Ex","Typ",1,"BuiltIn"
"593","Ex",1,"SBrkr",816,0,816,1,0,1,0,2,1,"TA","Typ",0,"Detchd"
"594","Ex",1,"SBrkr",848,0,848,1,0,1,0,1,1,"Gd","Typ",0,"Attchd"
"595","TA",1,"SBrkr",924,0,924,0,0,1,0,3,1,"TA","Typ",0,"Detchd"
"596","Ex",1,"SBrkr",1826,0,1826,1,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"597","Ex",0,"FuseA",684,684,1368,0,0,1,0,3,1,"TA","Typ",0,"Detchd"
"598","Ex",1,"SBrkr",1402,0,1402,0,2,0,2,2,1,"Gd","Typ",1,"Attchd"
"599","Ex",1,"SBrkr",1647,0,1647,1,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"600","TA",1,"SBrkr",716,840,1556,1,0,2,1,3,1,"TA","Typ",1,"Attchd"
"601","Ex",1,"SBrkr",1058,846,1904,1,0,2,1,3,1,"Ex","Typ",1,"BuiltIn"
"602","TA",1,"SBrkr",780,595,1375,0,0,1,1,3,1,"Gd","Typ",1,"Detchd"
"603","Ex",1,"SBrkr",927,988,1915,1,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"604","Ex",1,"SBrkr",600,600,1200,0,0,2,1,2,1,"Gd","Typ",0,"Detchd"
"605","Ex",1,"SBrkr",1494,0,1494,1,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"606","TA",1,"SBrkr",1186,800,1986,0,0,2,1,3,1,"TA","Typ",3,"Attchd"
"607","Gd",1,"SBrkr",1040,0,1040,1,0,1,0,3,1,"Gd","Typ",0,"Detchd"
"608","Ex",1,"SBrkr",1112,896,2008,1,0,3,0,3,1,"Ex","Typ",0,"Attchd"
"609","TA",1,"SBrkr",1940,1254,3194,0,0,2,1,4,1,"TA","Typ",2,"Basment"
"610","Gd",1,"SBrkr",1029,0,1029,1,0,1,0,3,1,"TA","Typ",0,"Attchd"
"611","Ex",1,"SBrkr",1476,677,2153,1,0,2,1,3,1,"Ex","Typ",2,"Attchd"
"612","TA",1,"SBrkr",1032,0,1032,0,1,2,0,3,1,"TA","Typ",1,"Attchd"
"613","Ex",1,"SBrkr",1299,573,1872,1,0,2,1,3,1,"Ex","Typ",1,"BuiltIn"
"614","Ex",1,"SBrkr",1120,0,1120,0,0,1,0,3,1,"TA","Typ",0,"No Garage"
"615","Ex",1,"SBrkr",630,0,630,1,0,1,0,1,1,"TA","Typ",0,"No Garage"
"616","Ex",1,"SBrkr",1054,0,1054,1,0,1,0,3,1,"Gd","Typ",0,"Attchd"
"617","Ex",1,"SBrkr",807,702,1509,1,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"618","Gd",1,"SBrkr",832,0,832,0,0,1,0,2,1,"Gd","Typ",0,"Detchd"
"619","Ex",1,"SBrkr",1828,0,1828,0,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"620","Ex",1,"SBrkr",1482,780,2262,1,0,2,1,4,1,"Gd","Typ",2,"Attchd"
"621","TA",0,"FuseF",864,0,864,1,0,1,0,2,1,"TA","Typ",0,"No Garage"
"622","TA",1,"SBrkr",1548,1066,2614,0,0,2,1,4,1,"TA","Typ",1,"Attchd"
"623","TA",1,"SBrkr",980,0,980,0,0,1,0,3,1,"TA","Typ",0,"Detchd"
"624","Ex",1,"SBrkr",756,756,1512,0,0,2,1,2,1,"Gd","Typ",1,"Detchd"
"625","Gd",1,"SBrkr",1012,778,1790,1,0,1,2,4,1,"TA","Deduction",1,"Attchd"
"626","TA",1,"SBrkr",1116,0,1116,0,0,1,1,3,1,"TA","Typ",0,"Attchd"
"627","TA",1,"SBrkr",1422,0,1422,0,0,1,0,3,1,"TA","Deduction",1,"Attchd"
"628","Ex",1,"SBrkr",1520,0,1520,1,0,1,0,3,1,"TA","Typ",2,"Basment"
"629","TA",1,"SBrkr",1040,1040,2080,0,1,1,2,5,1,"Fa","Typ",2,"Attchd"
"630","TA",1,"SBrkr",1350,0,1350,1,0,1,1,3,1,"TA","Typ",0,"Attchd"
"631","TA",1,"FuseA",1089,661,1750,0,0,1,0,3,1,"Ex","Typ",0,"Detchd"
"632","Ex",1,"SBrkr",1554,0,1554,0,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"633","TA",1,"SBrkr",1411,0,1411,0,0,2,0,3,1,"TA","Typ",1,"Attchd"
"634","TA",1,"SBrkr",1056,0,1056,0,1,1,0,3,1,"TA","Typ",0,"Attchd"
"635","Gd",1,"SBrkr",1056,0,1056,2,0,0,0,0,2,"TA","Typ",0,"Detchd"
"636","Ex",1,"FuseA",1440,1440,3395,0,0,2,0,8,2,"Fa","Typ",0,"No Garage"
"637","Fa",0,"FuseA",800,0,800,0,0,1,0,1,1,"Fa","Deduction",1,"No Garage"
"638","TA",1,"FuseA",811,576,1387,0,0,2,0,3,2,"Gd","Typ",0,"BuiltIn"
"639","Gd",1,"FuseA",796,0,796,0,0,1,0,2,1,"TA","Typ",0,"No Garage"
"640","Ex",1,"SBrkr",1567,0,1567,1,0,2,0,1,1,"Ex","Typ",1,"Attchd"
"641","Ex",1,"SBrkr",1518,0,1518,0,0,1,1,1,1,"Ex","Typ",1,"Attchd"
"642","Ex",1,"SBrkr",1057,872,1929,1,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"643","Gd",1,"SBrkr",2000,704,2704,1,0,2,1,4,1,"Ex","Typ",3,"Attchd"
"644","Ex",1,"SBrkr",780,840,1620,0,0,2,1,4,1,"TA","Deduction",0,"Attchd"
"645","Ex",1,"SBrkr",1766,0,1766,1,0,2,1,2,1,"Ex","Typ",1,"Attchd"
"646","TA",1,"SBrkr",981,0,981,1,0,1,1,3,1,"TA","Typ",0,"Detchd"
"647","Gd",1,"SBrkr",1048,0,1048,0,0,1,0,3,1,"TA","Deduction",0,"Detchd"
"648","Ex",1,"SBrkr",1094,0,1094,0,0,1,0,3,1,"TA","Typ",2,"Attchd"
"649","TA",1,"SBrkr",1051,788,1839,0,0,1,1,4,1,"TA","Typ",1,"Attchd"
"650","Gd",1,"SBrkr",630,0,630,1,0,1,0,1,1,"TA","Typ",0,"No Garage"
"651","Ex",1,"SBrkr",822,843,1665,0,0,2,1,3,1,"Gd","Typ",0,"Attchd"
"652","TA",1,"SBrkr",755,755,1510,1,0,1,0,4,1,"TA","Typ",1,"Detchd"
"653","Ex",1,"SBrkr",909,807,1716,0,0,2,1,2,1,"Gd","Typ",1,"Attchd"
"654","Ex",1,"SBrkr",756,713,1469,0,0,1,0,3,1,"TA","Typ",0,"Detchd"
"655","Ex",1,"SBrkr",2113,0,2113,1,0,2,1,2,1,"Gd","Typ",1,"Attchd"
"656","TA",1,"SBrkr",525,567,1092,0,0,1,1,3,1,"TA","Typ",0,"Detchd"
"657","Ex",1,"SBrkr",1053,0,1053,1,0,1,1,3,1,"Gd","Typ",0,"Attchd"
"658","TA",1,"SBrkr",851,651,1502,0,0,1,1,3,1,"TA","Typ",1,"Attchd"
"659","TA",1,"SBrkr",912,546,1458,0,1,1,0,3,1,"TA","Typ",1,"Attchd"
"660","Ex",1,"SBrkr",1486,0,1486,1,0,1,0,3,1,"TA","Typ",0,"Detchd"
"661","TA",1,"SBrkr",1142,793,1935,0,0,2,1,3,1,"TA","Typ",1,"Attchd"
"662","Ex",1,"SBrkr",1686,762,2448,1,0,2,1,4,1,"Gd","Typ",1,"Attchd"
"663","Gd",1,"SBrkr",1392,0,1392,1,0,1,0,2,1,"TA","Deduction",2,"Attchd"
"664","TA",1,"SBrkr",1181,0,1181,1,0,2,0,3,1,"TA","Typ",0,"Detchd"
"665","Ex",1,"SBrkr",2097,0,2097,1,0,1,1,1,1,"Ex","Typ",1,"Attchd"
"666","Ex",1,"SBrkr",1454,482,1936,0,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"667","TA",1,"SBrkr",1465,915,2380,0,0,2,1,3,1,"TA","Deduction",1,"CarPort"
"668","Ex",1,"SBrkr",1679,0,1679,1,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"669","Gd",1,"SBrkr",1437,0,1437,1,0,1,1,3,1,"TA","Deduction",1,"Detchd"
"670","Ex",1,"SBrkr",1180,0,1180,0,0,1,0,2,1,"Fa","Typ",1,"Detchd"
"671","Ex",1,"SBrkr",738,738,1476,1,0,2,1,3,1,"Gd","Typ",0,"Attchd"
"672","TA",0,"SBrkr",697,672,1369,1,0,2,0,3,1,"TA","Typ",0,"Detchd"
"673","TA",1,"SBrkr",1208,0,1208,1,0,1,1,3,1,"TA","Typ",1,"Attchd"
"674","Ex",1,"SBrkr",1839,0,1839,1,0,2,0,3,1,"Gd","Typ",2,"Attchd"
"675","TA",1,"SBrkr",1136,0,1136,1,0,1,0,3,1,"TA","Typ",1,"Attchd"
"676","TA",1,"SBrkr",855,586,1441,0,0,2,1,3,1,"TA","Typ",1,"Attchd"
"677","Fa",0,"SBrkr",1095,679,1774,1,0,2,0,4,2,"TA","Deduction",0,"2Types"
"678","Ex",1,"SBrkr",792,0,792,0,0,1,0,2,1,"Gd","Typ",0,"Detchd"
"679","Ex",1,"SBrkr",2046,0,2046,0,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"680","TA",1,"SBrkr",988,0,988,1,0,1,0,3,1,"TA","Typ",0,"Detchd"
"681","TA",1,"SBrkr",923,0,923,0,0,2,0,2,1,"TA","Typ",1,"Attchd"
"682","Ex",1,"SBrkr",848,672,1520,0,0,1,0,3,1,"TA","Typ",0,"Detchd"
"683","Ex",1,"SBrkr",1291,0,1291,1,0,1,0,2,1,"Gd","Typ",1,"Attchd"
"684","Ex",1,"SBrkr",1668,0,1668,1,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"685","Gd",1,"SBrkr",1195,644,1839,0,0,2,1,4,1,"TA","Typ",0,"Attchd"
"686","Gd",1,"SBrkr",1190,900,2090,1,0,2,0,3,1,"Gd","Deduction",1,"Attchd"
"687","Ex",1,"SBrkr",874,887,1761,0,0,3,0,3,1,"Gd","Typ",0,"Attchd"
"688","Ex",1,"SBrkr",551,551,1102,0,0,2,1,2,1,"Gd","Typ",0,"Detchd"
"689","Ex",1,"SBrkr",1419,0,1419,1,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"690","Ex",1,"SBrkr",1362,0,1362,0,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"691","Ex",1,"SBrkr",848,0,848,1,0,1,0,1,1,"Gd","Typ",1,"Attchd"
"692","Ex",1,"SBrkr",2444,1872,4316,0,1,3,1,4,1,"Ex","Typ",2,"Attchd"
"693","Ex",1,"SBrkr",1238,1281,2519,1,0,2,1,4,1,"Gd","Typ",2,"Attchd"
"694","Ex",1,"SBrkr",1073,0,1073,0,0,1,0,2,1,"TA","Typ",0,"Detchd"
"695","TA",1,"SBrkr",1067,472,1539,0,0,1,1,3,1,"TA","Typ",0,"Detchd"
"696","Gd",1,"SBrkr",1137,0,1137,1,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"697","Gd",1,"SBrkr",616,0,616,0,0,1,0,2,1,"TA","Typ",0,"Detchd"
"698","Fa",1,"FuseA",1148,0,1148,0,1,1,0,2,1,"TA","Typ",0,"Detchd"
"699","Ex",1,"SBrkr",894,0,894,1,0,1,0,3,1,"TA","Typ",1,"Detchd"
"700","Ex",1,"SBrkr",1391,0,1391,0,0,2,0,2,1,"Gd","Typ",0,"Attchd"
"701","Ex",1,"SBrkr",1800,0,1800,1,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"702","TA",1,"SBrkr",1164,0,1164,0,0,1,1,3,1,"TA","Typ",0,"Attchd"
"703","Ex",1,"SBrkr",1264,1312,2576,0,0,2,1,4,1,"Ex","Typ",1,"BuiltIn"
"704","Gd",1,"SBrkr",1032,780,1812,0,0,2,0,4,2,"Gd","Typ",1,"Detchd"
"705","Ex",1,"SBrkr",1484,0,1484,1,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"706","Fa",0,"SBrkr",372,720,1092,0,0,2,0,3,2,"Fa","Deduction",0,"No Garage"
"707","TA",1,"SBrkr",1824,0,1824,1,0,2,0,2,1,"Gd","Typ",2,"Attchd"
"708","Ex",1,"SBrkr",1324,0,1324,1,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"709","Ex",1,"SBrkr",728,728,1456,0,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"710","TA",1,"SBrkr",904,0,904,0,0,1,0,3,1,"TA","Typ",0,"Attchd"
"711","Gd",1,"SBrkr",729,0,729,0,0,1,0,2,1,"TA","Deduction",0,"No Garage"
"712","Gd",1,"SBrkr",859,319,1178,0,0,1,0,2,1,"TA","Typ",0,"Detchd"
"713","Gd",1,"SBrkr",1228,0,1228,1,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"714","TA",0,"SBrkr",960,0,960,1,0,1,0,3,1,"TA","Typ",0,"Detchd"
"715","Ex",1,"SBrkr",725,754,1479,0,0,2,1,3,1,"Gd","Typ",0,"Attchd"
"716","TA",1,"SBrkr",1350,0,1350,0,0,2,0,3,1,"TA","Typ",1,"Attchd"
"717","Ex",1,"SBrkr",1576,978,2554,0,0,1,1,3,1,"TA","Typ",0,"Detchd"
"718","Gd",1,"SBrkr",1178,0,1178,0,1,1,1,3,1,"Gd","Typ",1,"Attchd"
"719","Ex",1,"SBrkr",1325,1093,2418,1,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"720","TA",1,"SBrkr",971,0,971,0,0,1,1,3,1,"TA","Typ",1,"Attchd"
"721","TA",1,"SBrkr",1742,0,1742,1,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"722","Ex",1,"SBrkr",848,0,848,1,0,1,0,1,1,"Gd","Typ",0,"Attchd"
"723","Ex",1,"SBrkr",864,0,864,0,0,1,0,3,1,"TA","Typ",0,"Detchd"
"724","Ex",1,"SBrkr",997,473,1470,0,0,2,0,4,1,"TA","Typ",0,"Detchd"
"725","Ex",1,"SBrkr",1698,0,1698,1,0,2,0,3,1,"Ex","Typ",1,"Attchd"
"726","TA",1,"SBrkr",864,0,864,0,0,1,0,3,1,"Gd","Typ",0,"Detchd"
"727","Ex",1,"SBrkr",1680,0,1680,1,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"728","Ex",1,"SBrkr",1232,0,1232,1,0,2,0,2,1,"Gd","Typ",0,"Attchd"
"729","TA",1,"SBrkr",1776,0,1776,1,0,2,0,4,2,"TA","Typ",0,"Detchd"
"730","TA",1,"FuseA",848,0,1208,0,0,1,0,2,1,"TA","Typ",0,"Detchd"
"731","Ex",1,"SBrkr",1616,0,1616,1,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"732","Ex",1,"SBrkr",1146,0,1146,1,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"733","Ex",1,"SBrkr",1153,878,2031,0,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"734","Ex",1,"SBrkr",1144,0,1144,1,0,1,0,3,1,"TA","Typ",1,"Attchd"
"735","TA",1,"SBrkr",948,0,948,0,0,1,0,3,1,"TA","Typ",0,"Attchd"
"736","Fa",0,"SBrkr",880,888,1768,0,0,1,1,2,1,"TA","Typ",2,"Detchd"
"737","Gd",0,"FuseF",1040,0,1040,0,0,2,0,2,2,"TA","Typ",0,"Detchd"
"738","Ex",1,"SBrkr",901,900,1801,0,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"739","TA",1,"SBrkr",1200,0,1200,3,0,3,0,3,1,"TA","Typ",0,"No Garage"
"740","Ex",1,"SBrkr",864,864,1728,0,0,2,1,3,1,"Gd","Typ",0,"Attchd"
"741","Ex",1,"SBrkr",768,664,1432,0,0,2,0,2,1,"TA","Typ",0,"Detchd"
"742","Gd",1,"SBrkr",912,0,912,1,1,1,0,3,1,"Gd","Typ",0,"Detchd"
"743","Ex",1,"SBrkr",1349,0,1349,0,0,2,0,3,1,"TA","Typ",0,"Attchd"
"744","Ex",1,"SBrkr",1464,0,1464,0,1,2,0,3,1,"TA","Deduction",1,"Attchd"
"745","Gd",1,"SBrkr",1337,0,1337,1,0,2,0,2,1,"Gd","Typ",1,"Attchd"
"746","Ex",1,"SBrkr",1175,1540,2715,0,1,3,1,4,1,"Gd","Typ",2,"BuiltIn"
"747","Ex",1,"SBrkr",980,1276,2256,0,0,2,1,4,1,"Gd","Typ",1,"BuiltIn"
"748","TA",0,"SBrkr",1320,1320,2640,0,0,1,1,4,1,"Gd","Typ",1,"Detchd"
"749","Ex",1,"SBrkr",1720,0,1720,1,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"750","TA",0,"FuseF",1088,441,1529,0,0,2,0,4,1,"TA","Deduction",0,"Detchd"
"751","Gd",1,"SBrkr",792,348,1140,0,0,1,0,3,1,"TA","Deduction",0,"No Garage"
"752","Ex",1,"SBrkr",660,660,1320,0,0,2,1,3,1,"Gd","Typ",0,"Attchd"
"753","Ex",1,"SBrkr",1494,0,1494,1,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"754","Gd",1,"SBrkr",1038,1060,2098,0,0,2,1,3,1,"Ex","Typ",1,"Attchd"
"755","Gd",1,"SBrkr",1026,0,1026,1,0,1,0,3,1,"Gd","Typ",0,"Detchd"
"756","Gd",1,"SBrkr",742,729,1471,0,0,2,1,3,1,"TA","Typ",0,"Detchd"
"757","Ex",1,"SBrkr",866,902,1768,0,0,2,1,3,1,"Gd","Typ",0,"Attchd"
"758","TA",1,"SBrkr",672,714,1386,0,0,2,1,3,1,"TA","Typ",1,"Attchd"
"759","Gd",1,"SBrkr",757,744,1501,0,0,2,1,3,1,"TA","Typ",0,"Detchd"
"760","Ex",1,"SBrkr",1328,1203,2531,0,0,2,1,4,1,"Gd","Typ",1,"Attchd"
"761","Ex",1,"SBrkr",864,0,864,0,0,1,0,2,1,"TA","Typ",0,"Detchd"
"762","TA",1,"SBrkr",1301,0,1301,0,0,1,0,2,1,"Fa","Deduction",0,"Detchd"
"763","Ex",1,"SBrkr",764,783,1547,0,0,2,1,3,1,"Gd","Typ",0,"Attchd"
"764","Ex",1,"SBrkr",1268,1097,2365,1,0,2,1,3,1,"Gd","Typ",1,"Attchd"
"765","Ex",1,"SBrkr",1494,0,1494,1,0,1,1,2,1,"Ex","Typ",1,"Attchd"
"766","Ex",1,"SBrkr",1506,0,1506,0,0,2,0,2,1,"Ex","Typ",1,"Attchd"
"767","TA",1,"SBrkr",980,734,1714,0,0,2,1,3,1,"TA","Typ",1,"Attchd"
"768","Ex",1,"SBrkr",983,767,1750,1,0,2,0,4,1,"TA","Deduction",0,"Attchd"
"769","Ex",1,"SBrkr",1836,0,1836,0,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"770","Ex",1,"SBrkr",1690,1589,3279,1,0,3,1,4,1,"Ex","Deduction",1,"BuiltIn"
"771","TA",1,"SBrkr",858,0,858,1,0,1,0,2,1,"TA","Typ",0,"Detchd"
"772","TA",1,"FuseF",1220,0,1220,0,0,1,0,2,1,"TA","Typ",0,"Detchd"
"773","TA",1,"SBrkr",1117,0,1117,1,0,1,0,3,1,"TA","Typ",1,"Detchd"
"774","Ex",1,"FuseA",912,0,912,0,0,1,0,2,1,"TA","Typ",0,"Attchd"
"775","Gd",1,"SBrkr",1973,0,1973,0,0,2,0,3,1,"Gd","Typ",1,"Attchd"
"776","Ex",1,"SBrkr",1204,0,1204,1,0,2,0,2,1,"TA","Typ",0,"Attchd"
"777","Ex",1,"SBrkr",1614,0,1614,0,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"778","TA",1,"SBrkr",894,0,894,1,0,1,0,3,1,"TA","Typ",1,"Attchd"
"779","TA",1,"SBrkr",2020,0,2020,0,0,2,0,4,2,"TA","Typ",2,"Detchd"
"780","TA",1,"SBrkr",1004,0,1004,1,0,1,0,2,1,"TA","Typ",0,"Attchd"
"781","Gd",1,"SBrkr",1253,0,1253,0,0,2,0,3,1,"TA","Typ",1,"Attchd"
"782","Ex",1,"SBrkr",810,793,1603,0,0,2,1,3,1,"Gd","Typ",0,"Attchd"
"783","Ex",1,"SBrkr",1430,0,1430,0,0,2,0,3,1,"Gd","Typ",0,"Attchd"
"784","Ex",1,"SBrkr",1110,0,1110,1,0,1,0,1,1,"Gd","Typ",1,"Attchd"
