"Id","MSSubClass","MSZoning","LotArea","LandContour","LotConfig","Neighborhood","BldgType","OverallQual","OverallCond","house_age"
737,"90","RL",8544,"Lvl","Inside","NAmes","Duplex",3,4,56
738,"60","RL",10463,"HLS","CulDSac","Gilbert","1Fam",8,5,1
739,"90","RL",10800,"Lvl","Inside","Edwards","Duplex",5,5,22
740,"60","RL",9313,"Lvl","Inside","CollgCr","1Fam",7,5,5
741,"70","RM",9600,"Lvl","Inside","OldTown","1Fam",5,7,97
742,"20","RL",6768,"Lvl","Inside","Sawyer","1Fam",6,8,47
743,"20","RL",8450,"Lvl","Inside","SawyerW","1Fam",7,5,7
744,"80","RL",12886,"Lvl","Inside","Sawyer","1Fam",5,6,46
745,"120","RL",5395,"HLS","Inside","StoneBr","TwnhsE",8,5,15
746,"60","RL",8963,"Lvl","Inside","NWAmes","1Fam",8,9,32
747,"60","RL",8795,"Lvl","Inside","Gilbert","1Fam",7,5,9
748,"70","RM",11700,"Lvl","Corner","OldTown","1Fam",7,7,129
749,"20","RL",10593,"Lvl","Inside","NoRidge","1Fam",7,5,14
750,"50","RL",8405,"Lvl","Inside","Edwards","1Fam",4,3,64
751,"50","RM",8800,"Lvl","Corner","OldTown","1Fam",4,7,100
752,"60","RL",7750,"Lvl","Inside","Gilbert","1Fam",7,5,4
753,"20","RL",9236,"Lvl","Inside","CollgCr","1Fam",6,5,9
754,"60","RL",10240,"Lvl","Inside","NridgHt","1Fam",8,5,1
755,"20","RL",7930,"Lvl","Inside","NAmes","1Fam",6,8,40
756,"160","FV",3230,"Lvl","Inside","Somerst","TwnhsE",6,5,10
757,"60","RL",10769,"Lvl","Inside","CollgCr","1Fam",8,5,2
758,"60","RL",11616,"Lvl","CulDSac","Sawyer","1Fam",6,5,32
759,"160","FV",2280,"Lvl","Inside","Somerst","Twnhs",7,5,9
760,"60","RL",12257,"Lvl","Inside","NoRidge","1Fam",8,5,12
761,"20","RL",9100,"Lvl","Inside","NAmes","1Fam",6,6,50
762,"30","RM",6911,"Lvl","FR2","BrkSide","1Fam",5,5,85
763,"60","FV",8640,"Lvl","Inside","Somerst","1Fam",7,5,1
764,"60","RL",9430,"Lvl","Inside","NoRidge","1Fam",8,5,10
765,"120","RL",9549,"Lvl","CulDSac","Veenker","TwnhsE",8,5,11
766,"20","RL",14587,"Lvl","Inside","Somerst","1Fam",9,5,0
767,"60","RL",10421,"Lvl","Inside","NWAmes","1Fam",7,5,22
768,"50","RL",12508,"Lvl","Inside","Mitchel","1Fam",6,7,68
769,"20","RL",9100,"Lvl","Inside","CollgCr","1Fam",7,5,2
770,"60","RL",53504,"HLS","CulDSac","StoneBr","1Fam",8,5,7
771,"85","RL",7252,"Lvl","CulDSac","Sawyer","1Fam",5,5,27
772,"20","RL",8877,"Lvl","Inside","Edwards","1Fam",4,5,55
773,"80","RL",7819,"Lvl","Inside","Edwards","1Fam",6,5,34
774,"20","RL",10150,"Lvl","Inside","NAmes","1Fam",5,5,49
775,"20","RL",14226,"Lvl","Corner","NridgHt","1Fam",8,5,1
776,"120","RM",4500,"Lvl","FR2","Mitchel","TwnhsE",6,5,11
777,"20","RL",11210,"Lvl","Inside","CollgCr","1Fam",7,5,1
778,"20","RL",13350,"Lvl","Inside","Sawyer","1Fam",5,5,32
779,"90","RH",8400,"Lvl","Inside","SawyerW","Duplex",5,5,30
780,"90","RL",10530,"Lvl","Inside","Mitchel","Duplex",6,5,29
781,"20","RL",7875,"Lvl","Inside","Gilbert","1Fam",7,5,12
782,"60","RL",7153,"Lvl","Inside","SawyerW","1Fam",6,5,14
783,"20","RL",16285,"Lvl","Inside","CollgCr","1Fam",7,5,8
784,"85","RL",9101,"Lvl","Corner","Mitchel","1Fam",5,6,31
785,"75","RM",6300,"Lvl","Inside","OldTown","1Fam",6,6,94
786,"20","RL",9790,"Lvl","Inside","NWAmes","1Fam",6,5,42
787,"50","RM",10800,"Lvl","Inside","OldTown","1Fam",5,6,95
788,"60","RL",10142,"Lvl","Inside","SawyerW","1Fam",7,5,6
789,"20","RM",6000,"Lvl","Corner","OldTown","1Fam",4,7,54
790,"60","RL",12205,"Low","Inside","ClearCr","1Fam",6,8,41
791,"120","RL",3182,"Lvl","Inside","Blmngtn","TwnhsE",7,5,4
792,"80","RL",11333,"Lvl","Corner","Mitchel","1Fam",6,5,31
793,"60","RL",9920,"Lvl","CulDSac","NoRidge","1Fam",7,5,11
794,"20","RL",9158,"Lvl","Inside","Somerst","1Fam",8,5,0
795,"60","RL",10832,"Lvl","Corner","Gilbert","1Fam",7,5,14
796,"60","RL",8400,"Lvl","Inside","SawyerW","1Fam",6,6,30
797,"20","RL",8197,"Lvl","Inside","Sawyer","1Fam",6,5,30
798,"20","RL",7677,"Lvl","Inside","NAmes","1Fam",5,5,55
799,"60","RL",13518,"Lvl","Inside","NridgHt","1Fam",9,5,1
800,"50","RL",7200,"Lvl","Corner","SWISU","1Fam",5,7,70
801,"60","RL",12798,"HLS","Inside","ClearCr","1Fam",6,5,11
802,"30","RM",4800,"Lvl","Inside","IDOTRR","1Fam",4,7,91
803,"60","RL",8199,"Lvl","Inside","CollgCr","1Fam",7,5,3
804,"60","RL",13891,"Lvl","Inside","NridgHt","1Fam",9,5,1
805,"20","RL",9000,"Lvl","Inside","NAmes","1Fam",5,5,52
806,"20","RL",12274,"Lvl","FR2","Somerst","1Fam",7,5,0
807,"80","RL",9750,"Lvl","Inside","NAmes","1Fam",5,5,39
808,"70","RL",21384,"Lvl","Inside","BrkSide","1Fam",5,6,86
809,"80","RL",13400,"Lvl","Inside","NAmes","1Fam",5,5,40
810,"75","RM",8100,"Lvl","Corner","OldTown","1Fam",5,5,111
811,"20","RL",10140,"Lvl","Inside","NWAmes","1Fam",6,6,32
812,"120","RM",4438,"Lvl","Inside","CollgCr","TwnhsE",6,5,4
813,"20","C (all)",8712,"Bnk","Inside","IDOTRR","1Fam",5,5,58
814,"20","RL",9750,"Lvl","Inside","NAmes","1Fam",6,6,49
815,"50","RL",8248,"Lvl","Inside","Edwards","1Fam",5,7,88
816,"20","RL",12137,"Lvl","CulDSac","CollgCr","1Fam",7,5,12
817,"20","RL",11425,"Lvl","Corner","NAmes","1Fam",5,6,52
818,"20","RL",13265,"Lvl","CulDSac","Mitchel","1Fam",8,5,6
819,"80","RL",8816,"Lvl","Inside","ClearCr","1Fam",6,7,39
820,"120","RL",6371,"Lvl","Inside","NridgHt","TwnhsE",7,5,1
821,"60","RL",7226,"Lvl","CulDSac","CollgCr","1Fam",7,5,5
822,"20","RM",6000,"Bnk","Inside","OldTown","2fmCon",4,4,56
823,"60","RL",12394,"Lvl","Corner","Gilbert","1Fam",7,5,4
824,"50","RL",9900,"Lvl","Inside","SWISU","1Fam",6,7,69
825,"20","FV",11216,"Lvl","Inside","Somerst","1Fam",8,5,0
826,"20","RL",14803,"Lvl","Inside","NridgHt","1Fam",10,5,1
827,"45","RM",6130,"Lvl","Inside","BrkSide","1Fam",5,6,84
828,"20","RL",8529,"Lvl","Inside","SawyerW","1Fam",7,5,8
829,"60","RL",28698,"Low","CulDSac","ClearCr","1Fam",5,5,42
830,"160","FV",2544,"Lvl","Inside","Somerst","Twnhs",7,5,1
831,"20","RL",11900,"Lvl","Corner","NAmes","1Fam",6,5,51
832,"160","FV",3180,"Lvl","Inside","Somerst","TwnhsE",7,5,1
833,"60","RL",9548,"Lvl","CulDSac","CollgCr","1Fam",7,6,7
834,"20","RL",10004,"Lvl","Inside","NAmes","1Fam",6,6,45
835,"20","RL",7875,"Lvl","Inside","NAmes","1Fam",5,6,47
836,"20","RL",9600,"Lvl","Inside","Sawyer","1Fam",4,7,60
837,"30","RM",8100,"Lvl","Inside","OldTown","1Fam",5,6,59
838,"160","RM",1680,"Lvl","Inside","BrDale","Twnhs",6,5,35
839,"20","RL",9525,"Lvl","Inside","CollgCr","1Fam",5,6,13
840,"50","RL",11767,"Lvl","Inside","Edwards","1Fam",5,6,62
841,"70","RH",12155,"Lvl","Inside","SWISU","1Fam",6,8,83
842,"70","RM",10440,"Lvl","Inside","OldTown","1Fam",5,8,104
843,"80","RL",9020,"Lvl","Inside","NAmes","1Fam",6,7,42
844,"90","RL",8000,"Lvl","Corner","NAmes","Duplex",5,4,46
845,"50","RM",12665,"Lvl","Inside","OldTown","1Fam",5,8,93
846,"85","RL",16647,"Lvl","CulDSac","Sawyer","1Fam",5,5,32
847,"60","RL",9317,"Lvl","Inside","SawyerW","1Fam",7,5,16
848,"20","RL",15523,"Lvl","CulDSac","CollgCr","1Fam",5,6,37
849,"50","RL",45600,"Bnk","Inside","ClearCr","1Fam",6,8,100
850,"80","RL",9600,"Lvl","FR2","Veenker","1Fam",6,7,31
851,"120","RM",4435,"Lvl","Inside","CollgCr","TwnhsE",6,5,4
852,"120","RL",3196,"Lvl","Inside","Blmngtn","TwnhsE",8,5,3
853,"75","RL",7128,"Lvl","Inside","Crawfor","1Fam",7,5,66
854,"80","RL",12095,"Lvl","Corner","NAmes","1Fam",6,6,45
855,"20","RL",17920,"Lvl","Inside","Sawyer","1Fam",5,4,51
856,"20","RL",6897,"Lvl","Corner","Sawyer","1Fam",5,8,48
857,"80","RL",10970,"Low","Inside","CollgCr","1Fam",6,6,30
858,"60","RL",8125,"Lvl","Inside","Gilbert","1Fam",6,5,15
859,"20","RL",10400,"Lvl","Inside","NWAmes","1Fam",7,5,33
860,"60","RL",11029,"Lvl","Corner","NWAmes","1Fam",6,7,38
861,"50","RL",7642,"Lvl","Corner","Crawfor","1Fam",7,8,89
862,"190","RL",11625,"Lvl","Inside","Sawyer","2fmCon",5,4,45
863,"20","RL",9672,"Lvl","Corner","SawyerW","1Fam",6,5,26
864,"20","RL",7931,"Lvl","Inside","NAmes","1Fam",5,5,50
865,"20","FV",8640,"Lvl","Inside","Somerst","1Fam",7,5,1
866,"20","RL",8750,"Lvl","Inside","NAmes","1Fam",5,6,39
867,"20","RL",10656,"HLS","Inside","Timber","1Fam",8,5,1
868,"20","RL",6970,"Lvl","Corner","Sawyer","1Fam",4,5,46
869,"60","RL",14762,"Lvl","Corner","Gilbert","1Fam",5,6,58
870,"60","RL",9938,"Lvl","Inside","SawyerW","1Fam",7,5,17
871,"20","RL",6600,"Lvl","Inside","NAmes","1Fam",5,5,47
872,"60","RL",8750,"Lvl","Inside","CollgCr","1Fam",6,5,12
873,"20","RL",8892,"Lvl","Corner","NAmes","1Fam",5,7,55
874,"40","RL",12144,"Lvl","Inside","NAmes","1Fam",5,7,60
875,"50","RM",5720,"Lvl","Inside","OldTown","1Fam",5,6,68
876,"60","FV",9000,"Lvl","Inside","Somerst","1Fam",8,5,0
877,"20","RL",25286,"HLS","Inside","Mitchel","1Fam",4,5,44
878,"60","RL",8834,"Lvl","Inside","NridgHt","1Fam",9,5,5
879,"85","RL",11782,"Lvl","Inside","Sawyer","1Fam",5,7,49
880,"20","RL",7000,"Lvl","CulDSac","CollgCr","1Fam",5,8,31
881,"20","RL",7024,"Lvl","Inside","Edwards","1Fam",5,5,2
882,"50","RL",13758,"Lvl","CulDSac","Timber","1Fam",7,5,17
883,"60","RL",9636,"Lvl","Corner","Gilbert","1Fam",6,5,17
884,"75","RL",6204,"Bnk","Inside","SWISU","1Fam",4,5,94
885,"20","RL",7150,"Lvl","Inside","NAmes","1Fam",5,5,42
886,"120","FV",5119,"Lvl","CulDSac","Somerst","TwnhsE",9,5,9
887,"90","RL",8393,"Lvl","Corner","NAmes","Duplex",5,5,47
888,"50","RL",16466,"Lvl","Inside","Edwards","1Fam",5,7,53
889,"20","RL",15865,"Lvl","Inside","NAmes","1Fam",8,6,37
890,"20","RL",12160,"Lvl","Inside","NAmes","1Fam",6,4,56
891,"50","RL",8064,"Lvl","Corner","NAmes","1Fam",5,7,58
892,"60","RL",11184,"Lvl","Inside","Sawyer","1Fam",6,5,31
893,"20","RL",8414,"Lvl","Inside","Sawyer","1Fam",6,8,43
894,"20","RL",13284,"Lvl","Inside","Sawyer","1Fam",5,5,54
895,"90","RL",7018,"Bnk","Inside","SawyerW","Duplex",5,5,30
896,"60","RL",7056,"Lvl","Inside","NAmes","1Fam",6,5,45
897,"30","RM",8765,"Lvl","Inside","IDOTRR","1Fam",4,6,70
898,"90","RL",7018,"Lvl","Inside","SawyerW","Duplex",5,5,30
899,"20","RL",12919,"Lvl","Inside","NridgHt","1Fam",9,5,1
900,"20","RL",6993,"Lvl","Inside","Sawyer","1Fam",5,7,45
901,"20","RL",7340,"Lvl","Inside","NAmes","1Fam",4,6,36
902,"20","RL",8712,"Lvl","Inside","NAmes","1Fam",5,7,52
903,"60","RL",7875,"Lvl","Inside","Gilbert","1Fam",7,5,3
904,"20","RL",14859,"HLS","CulDSac","Gilbert","1Fam",7,5,0
905,"20","RL",6173,"Lvl","Inside","Sawyer","1Fam",5,6,40
906,"20","RL",9920,"Lvl","Inside","NAmes","1Fam",5,5,56
907,"20","RL",13501,"Lvl","Corner","Somerst","1Fam",8,5,1
908,"50","RL",11500,"Lvl","Inside","Crawfor","1Fam",7,7,70
909,"20","RL",8885,"Low","Inside","Mitchel","1Fam",5,5,23
910,"60","RL",12589,"Lvl","Inside","Gilbert","1Fam",6,5,4
911,"90","RL",11600,"Lvl","Corner","NAmes","Duplex",5,5,50
912,"20","RL",9286,"Lvl","CulDSac","CollgCr","1Fam",5,7,32
913,"30","RM",6120,"Lvl","Inside","BrkSide","1Fam",5,7,81
914,"90","RH",6270,"HLS","Inside","Crawfor","Duplex",5,6,58
915,"160","FV",3000,"Lvl","Inside","Somerst","TwnhsE",6,5,0
916,"160","RM",2001,"Lvl","Inside","MeadowV","Twnhs",4,5,37
917,"20","C (all)",9000,"Lvl","Inside","IDOTRR","1Fam",2,3,57
918,"20","RL",17140,"Lvl","Inside","Edwards","1Fam",4,6,53
919,"60","RL",13125,"Lvl","Corner","SawyerW","1Fam",7,5,16
920,"20","RL",11029,"Lvl","Corner","NAmes","1Fam",6,8,50
921,"60","RL",8462,"Lvl","Inside","SawyerW","1Fam",6,5,13
922,"90","RL",8777,"Lvl","Inside","Edwards","Duplex",5,7,108
923,"20","RL",10237,"Lvl","Inside","Gilbert","1Fam",6,5,1
924,"120","RL",8012,"Lvl","Inside","SawyerW","TwnhsE",6,5,15
925,"20","RL",10240,"Lvl","Inside","NWAmes","1Fam",6,6,26
926,"20","RL",15611,"Lvl","Corner","NWAmes","1Fam",5,6,31
927,"60","RL",11999,"Lvl","Inside","NridgHt","1Fam",8,5,4
928,"60","RL",9900,"Lvl","Inside","NWAmes","1Fam",7,5,40
929,"20","RL",11838,"Lvl","Inside","CollgCr","1Fam",8,5,8
930,"60","RL",13006,"Lvl","Corner","Gilbert","1Fam",7,5,9
931,"20","RL",8925,"HLS","Inside","Timber","1Fam",8,5,2
932,"20","RL",9100,"Lvl","Inside","NAmes","1Fam",5,6,44
933,"20","RL",11670,"Lvl","Corner","Somerst","1Fam",9,5,1
934,"20","RL",8487,"Lvl","FR2","CollgCr","1Fam",7,5,5
935,"20","RL",27650,"HLS","Inside","NAmes","1Fam",7,7,48
936,"30","RL",5825,"Lvl","Inside","BrkSide","1Fam",4,5,80
937,"20","RL",10083,"Lvl","Inside","SawyerW","1Fam",7,5,6
938,"60","RL",9675,"Lvl","Inside","Somerst","1Fam",7,5,4
939,"60","RL",8760,"Lvl","Inside","CollgCr","1Fam",7,5,0
940,"70","RL",24090,"Lvl","Inside","ClearCr","1Fam",7,7,70
941,"90","RL",12640,"Lvl","Inside","Mitchel","Duplex",6,5,30
942,"60","RL",8755,"Lvl","FR2","Gilbert","1Fam",7,5,10
943,"90","RL",7711,"Lvl","Inside","Edwards","Duplex",4,3,30
944,"90","RL",25000,"Low","Inside","Mitchel","Duplex",5,4,40
945,"20","RL",14375,"Lvl","CulDSac","Timber","1Fam",6,6,51
946,"50","RM",8820,"Lvl","Corner","OldTown","1Fam",5,6,119
947,"80","RL",8163,"Lvl","Inside","NAmes","1Fam",5,6,47
948,"20","RL",14536,"Lvl","Inside","Timber","1Fam",8,5,5
949,"60","RL",14006,"Lvl","Inside","CollgCr","1Fam",7,5,4
950,"20","RL",9360,"Lvl","Inside","NWAmes","1Fam",6,7,38
951,"20","RL",7200,"Lvl","Inside","NAmes","1Fam",5,8,57
952,"20","RH",7800,"Lvl","Corner","SawyerW","1Fam",5,5,41
953,"85","RL",7200,"Lvl","Inside","CollgCr","1Fam",5,8,37
954,"60","RL",11075,"Lvl","Inside","Mitchel","1Fam",5,4,39
955,"90","RL",9400,"Lvl","CulDSac","Edwards","Duplex",6,5,31
956,"90","RH",7136,"HLS","Inside","Crawfor","Duplex",6,6,61
957,"160","RM",1300,"Lvl","Inside","Blueste","TwnhsE",6,6,29
958,"20","RL",7420,"Lvl","Inside","Sawyer","1Fam",5,5,45
959,"20","RL",8450,"Lvl","Inside","CollgCr","1Fam",7,5,4
960,"160","FV",2572,"Lvl","FR2","Somerst","Twnhs",7,5,11
961,"20","RL",7207,"Lvl","Inside","BrkSide","1Fam",5,7,52
962,"60","RL",12227,"Lvl","Corner","NWAmes","1Fam",6,7,31
963,"160","RL",2308,"Lvl","Corner","NPkVill","TwnhsE",6,6,31
964,"20","RL",11923,"Lvl","Corner","CollgCr","1Fam",9,5,2
965,"60","RL",11316,"Lvl","Corner","Timber","1Fam",7,5,8
966,"60","RL",10237,"Lvl","Inside","Gilbert","1Fam",6,5,2
967,"50","RL",9600,"HLS","Inside","Crawfor","1Fam",5,7,69
968,"20","RL",7390,"Lvl","Inside","NAmes","1Fam",5,7,53
969,"50","RM",5925,"Lvl","Inside","OldTown","1Fam",3,6,99
970,"190","RL",10382,"Lvl","Inside","NAmes","2fmCon",6,5,48
971,"50","RL",10800,"Lvl","Inside","NAmes","1Fam",4,4,57
972,"160","RL",2268,"Lvl","Inside","NridgHt","Twnhs",7,5,6
973,"120","RL",7892,"Lvl","Inside","SawyerW","TwnhsE",6,5,31
974,"20","FV",11639,"Lvl","Corner","Somerst","1Fam",7,5,1
975,"70","RL",11414,"Lvl","Corner","BrkSide","1Fam",7,8,99
976,"160","FV",2651,"Lvl","FR2","Somerst","Twnhs",7,5,6
977,"30","RL",5900,"Bnk","Inside","BrkSide","1Fam",4,7,83
978,"120","FV",4274,"Lvl","Inside","Somerst","TwnhsE",7,5,1
979,"20","RL",9450,"Bnk","Inside","Edwards","1Fam",4,5,53
980,"20","RL",8816,"Lvl","Corner","Sawyer","1Fam",5,6,46
981,"85","RL",12122,"Lvl","Corner","NAmes","1Fam",7,9,47
982,"60","RL",12203,"Lvl","Corner","NoRidge","1Fam",8,5,11
983,"20","RL",3182,"Lvl","Inside","Blmngtn","1Fam",7,5,1
984,"60","RL",11250,"Lvl","Corner","CollgCr","1Fam",8,5,6
985,"90","RL",10125,"Lvl","Inside","Mitchel","Duplex",5,5,32
986,"190","RL",10880,"Lvl","Inside","Edwards","2fmCon",5,5,58
987,"50","RM",5310,"Lvl","Corner","OldTown","1Fam",6,8,96
988,"20","RL",10159,"Lvl","Inside","NridgHt","1Fam",9,5,1
989,"60","RL",12046,"Lvl","Inside","NWAmes","1Fam",6,6,31
990,"60","FV",8125,"Lvl","Inside","Somerst","1Fam",7,5,0
991,"60","RL",9452,"Lvl","Inside","NoRidge","1Fam",8,5,9
992,"70","RM",17671,"Lvl","Corner","OldTown","1Fam",8,9,127
993,"60","RL",9760,"Lvl","Inside","NAmes","1Fam",6,8,43
994,"60","RL",8846,"Lvl","Inside","CollgCr","1Fam",6,5,1
995,"20","RL",12456,"Lvl","FR2","NridgHt","1Fam",10,5,3
996,"50","RL",4712,"Lvl","Inside","BrkSide","1Fam",4,7,60
997,"20","RL",10659,"Lvl","Inside","NAmes","1Fam",5,6,45
998,"20","RL",11717,"Lvl","Inside","NWAmes","1Fam",6,6,39
999,"30","RM",9786,"Lvl","Inside","IDOTRR","1Fam",3,4,84
1000,"20","RL",6762,"Lvl","Inside","CollgCr","1Fam",7,5,4
1001,"20","RL",10206,"Lvl","Corner","Edwards","1Fam",3,3,57
1002,"30","RL",5400,"Lvl","Corner","OldTown","1Fam",5,6,87
1003,"20","RL",11957,"Lvl","Inside","Somerst","1Fam",8,5,2
1004,"90","RL",11500,"Lvl","Corner","NWAmes","Duplex",5,6,31
1005,"120","RL",3182,"Lvl","Inside","Blmngtn","TwnhsE",7,5,4
1006,"80","RL",8385,"Lvl","Inside","CollgCr","1Fam",5,8,31
1007,"20","RL",12155,"Lvl","Inside","NAmes","1Fam",6,3,37
1008,"160","RM",2217,"Lvl","Inside","MeadowV","TwnhsE",4,4,39
1009,"20","RL",12118,"Lvl","CulDSac","Mitchel","1Fam",7,5,5
1010,"50","RL",6000,"Lvl","Inside","SWISU","1Fam",5,5,80
1011,"50","RL",21286,"Lvl","Inside","Sawyer","1Fam",5,5,60
1012,"90","RL",9825,"Lvl","Inside","Edwards","Duplex",5,5,45
1013,"70","RL",10592,"Lvl","Inside","Crawfor","1Fam",6,7,84
1014,"30","RM",7200,"Lvl","Inside","OldTown","1Fam",5,4,99
1015,"20","RL",11664,"Lvl","Inside","NAmes","1Fam",6,5,59
1016,"60","RL",8400,"Lvl","Inside","NWAmes","1Fam",8,6,8
1017,"20","RL",11883,"Lvl","Inside","CollgCr","1Fam",7,5,13
1018,"120","RL",5814,"Lvl","CulDSac","StoneBr","TwnhsE",8,5,25
1019,"80","RL",10784,"Lvl","FR2","Gilbert","1Fam",7,5,16
1020,"120","RL",3013,"Lvl","Inside","Blmngtn","TwnhsE",7,5,1
1021,"20","RL",7024,"Lvl","Inside","Edwards","1Fam",4,5,3
1022,"20","RL",7406,"Lvl","Inside","CollgCr","1Fam",7,5,0
1023,"50","RM",9439,"Lvl","Inside","OldTown","1Fam",5,5,77
1024,"120","RL",3182,"Lvl","Inside","Blmngtn","TwnhsE",7,5,3
1025,"20","RL",15498,"Lvl","Corner","Timber","1Fam",8,6,32
1026,"20","RL",7700,"Lvl","Corner","CollgCr","1Fam",5,5,35
1027,"20","RL",9300,"Lvl","Inside","NAmes","1Fam",5,5,50
1028,"20","RL",9520,"HLS","Inside","Timber","1Fam",8,5,1
1029,"50","RL",9492,"Lvl","Inside","NAmes","1Fam",5,5,66
1030,"160","RM",1680,"Lvl","Inside","BrDale","Twnhs",6,7,34
1031,"190","RH",7082,"Lvl","Inside","SWISU","2fmCon",5,8,90
1032,"75","RL",15863,"Lvl","Corner","SWISU","1Fam",7,3,89
1033,"60","RL",14541,"Lvl","Corner","NoRidge","1Fam",8,7,13
1034,"20","RL",8125,"Lvl","Inside","CollgCr","1Fam",7,5,4
1035,"30","RL",6305,"Bnk","Inside","Crawfor","1Fam",5,7,69
1036,"20","RL",11500,"Lvl","CulDSac","Edwards","1Fam",4,3,52
1037,"20","RL",12898,"HLS","Inside","Timber","1Fam",9,5,2
1038,"60","RL",9240,"Lvl","Inside","CollgCr","1Fam",8,5,7
1039,"160","RM",1533,"Lvl","Inside","MeadowV","Twnhs",4,6,39
1040,"180","RM",1477,"Lvl","Inside","MeadowV","TwnhsE",4,4,39
1041,"20","RL",13125,"Lvl","Corner","Sawyer","1Fam",5,4,49
1042,"60","RL",9130,"Lvl","Inside","NWAmes","1Fam",6,8,42
1043,"120","RL",5381,"Lvl","Inside","NridgHt","Twnhs",6,5,4
1044,"60","RL",11839,"Lvl","Inside","SawyerW","1Fam",7,5,18
1045,"20","RL",9600,"Lvl","Inside","NWAmes","1Fam",8,5,28
1046,"20","RL",13680,"Lvl","CulDSac","Edwards","1Fam",3,5,54
1047,"60","RL",16056,"Lvl","Inside","StoneBr","1Fam",9,5,1
1048,"20","RL",9245,"Lvl","Inside","CollgCr","1Fam",5,5,14
1049,"20","RL",21750,"Lvl","Inside","Mitchel","1Fam",5,4,49
1050,"20","RL",11100,"Low","Inside","Edwards","1Fam",4,7,64
1051,"20","RL",8993,"Lvl","Inside","Gilbert","1Fam",7,5,0
1052,"20","RL",11175,"Lvl","Corner","CollgCr","1Fam",7,5,0
1053,"60","RL",9500,"Lvl","Corner","NAmes","1Fam",6,6,43
1054,"20","RL",8562,"Lvl","Inside","Edwards","1Fam",5,6,53
1055,"60","RL",11367,"Lvl","Corner","CollgCr","1Fam",8,5,4
1056,"20","RL",11361,"Lvl","Inside","NWAmes","1Fam",6,5,32
1057,"120","RL",7052,"Lvl","Inside","NridgHt","TwnhsE",7,5,1
1058,"60","RL",29959,"Lvl","FR2","NoRidge","1Fam",7,6,15
1059,"60","RL",11308,"Lvl","Inside","NridgHt","1Fam",9,5,1
1060,"50","RL",11275,"HLS","Corner","Crawfor","1Fam",6,7,75
1061,"120","RL",4920,"Lvl","Inside","StoneBr","TwnhsE",8,5,9
1062,"30","C (all)",18000,"Low","Inside","IDOTRR","1Fam",3,4,73
1063,"190","RM",13600,"Lvl","Inside","OldTown","2fmCon",5,5,107
1064,"30","RM",6000,"Lvl","Inside","OldTown","1Fam",6,6,81
1065,"20","RL",11000,"Lvl","CulDSac","NAmes","1Fam",5,6,43
1066,"60","RL",14000,"Lvl","Inside","ClearCr","1Fam",7,5,14
1067,"60","RL",7837,"Lvl","Inside","Gilbert","1Fam",6,7,16
1068,"60","RL",9760,"Lvl","Inside","NAmes","1Fam",6,6,44
1069,"160","RM",3964,"Lvl","Inside","MeadowV","TwnhsE",6,4,33
1070,"45","RL",9600,"Lvl","Inside","NAmes","1Fam",5,7,58
1071,"20","RL",10152,"Lvl","Inside","NAmes","1Fam",5,5,51
1072,"60","RL",11700,"Lvl","Inside","NWAmes","1Fam",6,6,41
1073,"50","RL",7585,"Lvl","Inside","Edwards","1Fam",5,3,58
1074,"60","RL",7950,"Bnk","Corner","Edwards","1Fam",6,6,32
1075,"20","RL",8556,"Lvl","Inside","CollgCr","1Fam",7,5,1
1076,"70","RL",13125,"Lvl","Inside","Crawfor","1Fam",7,6,67
1077,"50","RL",10800,"Lvl","Inside","OldTown","1Fam",5,8,70
1078,"20","RL",15870,"Lvl","Corner","NAmes","1Fam",5,5,37
1079,"120","RM",4435,"Lvl","Inside","CollgCr","TwnhsE",6,5,2
1080,"20","RL",8775,"Lvl","Inside","CollgCr","1Fam",5,5,13
1081,"20","RL",11040,"Lvl","Inside","NWAmes","1Fam",6,7,37
1082,"20","RL",7500,"Lvl","Corner","Sawyer","1Fam",5,5,47
1083,"20","RL",8749,"Lvl","Inside","CollgCr","1Fam",7,5,5
1084,"20","RL",8800,"Lvl","Inside","NAmes","1Fam",6,6,42
1085,"60","RL",13031,"Lvl","Corner","Gilbert","1Fam",6,5,11
1086,"85","RL",9069,"Lvl","Inside","SawyerW","1Fam",6,6,18
1087,"160","RM",1974,"Lvl","Inside","MeadowV","TwnhsE",4,5,37
1088,"60","FV",10574,"Lvl","Inside","Somerst","1Fam",8,5,4
1089,"160","RM",2522,"Lvl","Inside","Edwards","Twnhs",7,5,2
1090,"120","FV",3316,"Lvl","Inside","Somerst","TwnhsE",8,5,1
1091,"90","RL",8544,"Lvl","Corner","NAmes","Duplex",3,4,59
1092,"160","FV",2160,"Lvl","Inside","Somerst","Twnhs",7,5,9
1093,"50","RL",8400,"Bnk","Inside","SWISU","1Fam",6,5,83
1094,"20","RL",9230,"Lvl","Corner","NAmes","1Fam",5,8,41
1095,"20","RL",5868,"Lvl","Inside","NAmes","1Fam",5,7,54
1096,"20","RL",9317,"Lvl","Inside","CollgCr","1Fam",6,5,1
1097,"70","RM",6882,"Lvl","Inside","IDOTRR","1Fam",6,7,93
1098,"120","RL",3696,"Lvl","Inside","StoneBr","TwnhsE",8,5,21
1099,"50","RM",6000,"Lvl","Inside","BrkSide","1Fam",4,6,73
1100,"20","RL",11880,"Lvl","Inside","NWAmes","1Fam",7,5,31
1101,"30","RL",8400,"Bnk","Inside","SWISU","1Fam",2,5,89
